"Ministère";"Libellé.ministère";"Programme";"Libellé.programme";"Action";"Libellé.action";"T1";"T2";"T3";"T4";"T5";"T6";"T7";"Total.général"
"12";"Services du Premier ministre";"112";"Impulsion et coordination de la politique d'aménagement du territoire";"4";"Instruments de pilotage et d'étude";"";"20755126";"11139256";"";"111998";"9604583";"";"41610963"
"12";"Services du Premier ministre";"115";"Action audiovisuelle extérieure";"1";"Audiovisuel extérieur de la France (AEF)";"";"";"";"";"";"0";"";"0"
"12";"Services du Premier ministre";"115";"Action audiovisuelle extérieure";"2";"TV5 Monde";"";"";"";"";"";"0";"";"0"
"12";"Services du Premier ministre";"126";"Conseil économique, social et environnemental";"1";"Représentation des activités économiques et sociales";"";"0";"0";"";"";"0";"";"0"
"12";"Services du Premier ministre";"126";"Conseil économique, social et environnemental";"2";"Fonctionnement de l'institution";"";"0";"5637082";"";"0";"";"";"5637082"
"12";"Services du Premier ministre";"126";"Conseil économique, social et environnemental";"3";"Communication et international";"";"34067230";"0";"";"";"";"";"34067230"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"1";"Coordination du travail gouvernemental";"";"68993252";"49651744";"";"20777";"7911977";"-22001826";"104575924"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"2";"Coordination de la sécurité et de la défense";"";"61995478";"160524124";"";"11534157";"1899303";"";"235953062"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"3";"Coordination de la politique européenne";"";"10480628";"5432552";"";"";"";"";"15913180"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"10";"Soutien";"";"38237655";"49344878";"";"2235596";"1276000";"-17998174";"73095955"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"11";"Stratégie et prospective";"";"13808158";"6831971";"";"0";"5902673";"";"26542802"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"13";"Ordre de la Légion d'honneur";"";"";"24062221";"";"";"3000";"3050000";"27115221"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"14";"Ordre de la Libération";"";"";"1350937";"";"";"";"5465000";"6815937"
"12";"Services du Premier ministre";"129";"Coordination du travail gouvernemental";"15";"Mission interministérielle de lutte contre les drogues et les conduites addictives";"";"2048311";"13101417";"";"3543421";"13555111";"";"32248260"
"12";"Services du Premier ministre";"147";"Politique de la ville";"1";"Actions territorialisées et Dispositifs spécifiques de la politique de la ville";"";"";"0";"";"";"303046756";"";"303046756"
"12";"Services du Premier ministre";"147";"Politique de la ville";"2";"Revitalisation économique et emploi";"";"";"23698198";"";"";"69104556";"";"92802754"
"12";"Services du Premier ministre";"147";"Politique de la ville";"3";"Stratégie, ressources et évaluation";"";"1497870";"5033154";"";"";"6049230";"";"12580254"
"12";"Services du Premier ministre";"147";"Politique de la ville";"4";"Rénovation urbaine et amélioration du cadre de vie";"";"";"";"";"";"907571";"";"907571"
"12";"Services du Premier ministre";"158";"Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale";"1";"Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation";"";"1564796";"711930";"";"";"100017483";"";"102294209"
"12";"Services du Premier ministre";"158";"Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale";"2";"Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale";"";"";"284953";"";"";"52270000";"";"52554953"
"12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"2";"Eau - Agriculture en Bretagne";"";"";"1162750";"";"19779";"-1723144";"";"-540615"
"12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"4";"Programme exceptionnel d'investissements en faveur de la Corse";"";"";"15635";"";"0";"33254410";"";"33270045"
"12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"6";"Plan gouvernemental sur le Marais Poitevin - Poitou Charentes";"";"";"33787";"";"0";"3169114";"";"3202901"
"12";"Services du Premier ministre";"162";"Interventions territoriales de l'État";"8";"Plan chlordécone en Martinique et en Guadeloupe";"";"";"972303";"";"";"3133614";"";"4105917"
"12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"21";"Examen des comptes publics";"";"37133151";"1297560";"";"";"";"";"38430711"
"12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"22";"Contrôle des finances publiques";"";"15106927";"";"";"";"";"";"15106927"
"12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"23";"Contrôle des gestions publiques";"";"56905180";"";"";"";"";"";"56905180"
"12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"24";"Evaluation des politiques publiques";"";"33209820";"";"";"";"";"";"33209820"
"12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"25";"Information des citoyens";"";"7299261";"";"";"";"0";"";"7299261"
"12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"26";"Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics";"";"4630129";"";"";"";"";"";"4630129"
"12";"Services du Premier ministre";"164";"Cour des comptes et autres juridictions financières";"27";"Pilotage et soutien des juridictions financières";"";"27298275";"24776261";"";"2436696";"43974";"";"54555206"
"12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"1";"Fonction juridictionnelle : Conseil d'État";"";"27432774";"1356";"";"";"";"";"27434130"
"12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"2";"Fonction juridictionnelle : Cours administratives d'appel";"";"49885619";"623";"";"0";"";"";"49886242"
"12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"3";"Fonction juridictionnelle : Tribunaux administratifs";"";"152115161";"13516";"";"";"";"";"152128677"
"12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"4";"Fonction consultative";"";"13262032";"";"";"";"";"";"13262032"
"12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"5";"Fonction études, expertise et services rendus aux administrations de l'État et des collectivités";"";"9420438";"";"";"";"";"";"9420438"
"12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"6";"Soutien";"";"38398544";"55858769";"";"5991679";"0";"";"100248992"
"12";"Services du Premier ministre";"165";"Conseil d'État et autres juridictions administratives";"7";"Cour nationale du droit d'asile";"";"20486049";"648";"";"";"";"";"20486697"
"12";"Services du Premier ministre";"308";"Protection des droits et libertés";"2";"Commission nationale de l'informatique et des libertés";"";"12716435";"4454352";"";"0";"7402";"";"17178189"
"12";"Services du Premier ministre";"308";"Protection des droits et libertés";"3";"Conseil supérieur de l'audiovisuel";"";"0";"-35856";"";"-130123";"37792612";"";"37626633"
"12";"Services du Premier ministre";"308";"Protection des droits et libertés";"5";"Contrôleur général des lieux de privation de liberté";"";"3264602";"1032912";"";"";"";"";"4297514"
"12";"Services du Premier ministre";"308";"Protection des droits et libertés";"6";"Autres autorités indépendantes";"";"1877027";"600414";"";"";"28000";"";"2505441"
"12";"Services du Premier ministre";"308";"Protection des droits et libertés";"7";"Sécurité et protection des libertés";"";"861253";"130479";"";"0";"";"";"991732"
"12";"Services du Premier ministre";"308";"Protection des droits et libertés";"9";"Défenseur des droits";"";"15573226";"11160739";"";"0";"8850";"";"26742815"
"12";"Services du Premier ministre";"308";"Protection des droits et libertés";"10";"Haute autorité pour la transparence de la vie publique";"";"2329069";"1125115";"";"";"";"";"3454184"
"12";"Services du Premier ministre";"333";"Moyens mutualisés des administrations déconcentrées";"1";"Fonctionnement courant des directions départementales interministérielles";"";"52218";"83244475";"0";"8276376";"20875";"";"91593944"
"12";"Services du Premier ministre";"333";"Moyens mutualisés des administrations déconcentrées";"2";"Loyers et charges immobilières des administrations déconcentrées";"";"";"329259176";"";"2425580";"79000";"";"331763756"
"12";"Services du Premier ministre";"333";"Moyens mutualisés des administrations déconcentrées";"3";"Emplois déconcentrés des services du Premier ministre";"";"102086351";"8206";"";"";"";"";"102094557"
"12";"Services du Premier ministre";"340";"Haut Conseil des finances publiques";"1";"Haut Conseil des finances publiques";"";"204131";"15674";"";"";"";"";"219805"
"12";"Services du Premier ministre";"401";"Transition numérique de l'État et modernisation de l'action publique";"1";"Transition numérique de l'Etat et modernisation de l'action publique";"";"";"";"";"0";"";"0";"0"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"2";"Commerce, artisanat et services";"";"32824321";"5182142";"";"";"32257605";"";"70264068"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"3";"Actions en faveur des entreprises industrielles";"";"90977856";"5552165";"";"";"64686008";"100000000";"261216029"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"4";"Développement des télécommunications, des postes et de la société de l'information";"";"";"38988433";"";"";"138763426";"";"177751859"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"5";"Fonds de soutien aux collectivités territoriales ayant contracté des produits structurés";"";"";"0";"";"";"";"";"0"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"7";"Développement international des entreprises et attractivité du territoire";"";"";"105366280";"";"";"915157";"";"106281437"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"8";"Expertise, conseil et inspection";"";"17296449";"36036";"";"";"";"";"17332485"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"13";"Régulation des communications électroniques et des postes (ARCEP)";"";"15577868";"5632460";"";"32256";"";"";"21242584"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"14";"Régulation et contrôle des marchés de l'énergie (CRE)";"";"11864051";"5274026";"";"";"79602";"";"17217679"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"15";"Mise en oeuvre du droit de la concurrence (Autorité de la concurrence)";"";"15167148";"3521347";"";"445426";"";"";"19133921"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"16";"Régulation concurrentielle des marchés";"";"72066715";"1895849";"";"0";"";"";"73962564"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"17";"Protection économique du consommateur";"";"102353825";"3165083";"";"79243";"8567681";"";"114165832"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"18";"Sécurité du consommateur";"";"41447142";"845759";"";"";"572";"";"42293473"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"20";"Financement des entreprises";"";"";"0";"";"";"21475626";"";"21475626"
"21";"Économie, industrie et numérique";"134";"Développement des entreprises et du tourisme";"21";"Développement du tourisme";"";"";"1967256";"";"";"2465542";"";"4432798"
"21";"Économie, industrie et numérique";"192";"Recherche et enseignement supérieur en matière économique et industrielle";"1";"Organismes de formation supérieure et de recherche";"";"102141133";"193478515";"";"";"5475501";"";"301095149"
"21";"Économie, industrie et numérique";"192";"Recherche et enseignement supérieur en matière économique et industrielle";"2";"Soutien et diffusion de l'innovation technologique";"";"";"23664712";"";"";"309234459";"";"332899171"
"21";"Économie, industrie et numérique";"192";"Recherche et enseignement supérieur en matière économique et industrielle";"3";"Soutien de la recherche industrielle stratégique";"";"";"0";"";"";"289339587";"";"289339587"
"21";"Économie, industrie et numérique";"343";"Plan 'France Très haut débit'";"1";"Réseaux d'initiative publique";"";"";"800000000";"";"";"0";"-800000000";"0"
"21";"Économie, industrie et numérique";"405";"Projets industriels";"1";"Projets industriels d'avenir";"";"";"0";"";"";"0";"0";"0"
"21";"Économie, industrie et numérique";"405";"Projets industriels";"2";"Prêts pour l'industrialisation";"";"";"";"";"";"0";"";"0"
"21";"Économie, industrie et numérique";"405";"Projets industriels";"3";"Usine du futur : robotisation";"";"";"";"";"";"0";"0";"0"
"21";"Économie, industrie et numérique";"406";"Innovation";"1";"Innovation de rupture";"";"";"0";"";"";"";"";"0"
"21";"Économie, industrie et numérique";"406";"Innovation";"2";"Fonds national d'innovation";"";"";"0";"";"";"0";"0";"0"
"21";"Économie, industrie et numérique";"406";"Innovation";"3";"Projets structurants des pôles de compétitivité";"";"";"";"";"";"0";"0";"0"
"21";"Économie, industrie et numérique";"407";"Économie numérique";"1";"Quartiers numériques";"";"";"0";"";"";"0";"";"0"
"21";"Économie, industrie et numérique";"407";"Économie numérique";"2";"Usages et technologies du numérique";"";"";"0";"";"";"0";"0";"0"
"23";"Écologie, développement durable et énergie";"113";"Paysages, eau et biodiversité";"1";"Sites, paysages, publicité";"";"";"2160568";"";"0";"3418028";"";"5578596"
"23";"Écologie, développement durable et énergie";"113";"Paysages, eau et biodiversité";"2";"logistique, formation et contentieux";"";"";"6112325";"";"197465";"587841";"";"6897631"
"23";"Écologie, développement durable et énergie";"113";"Paysages, eau et biodiversité";"7";"Gestion des milieux et biodiversité";"";"";"153808020";"";"620957";"88712538";"931719";"244073234"
"23";"Écologie, développement durable et énergie";"113";"Paysages, eau et biodiversité";"8";"Fonds d’investissement pour la biodiversité et la restauration écologique";"";"";"0";"";"0";"0";"";"0"
"23";"Écologie, développement durable et énergie";"159";"Information géographique et cartographique";"1";"Production de l'information géographique";"";"";"78893995";"";"";"";"";"78893995"
"23";"Écologie, développement durable et énergie";"159";"Information géographique et cartographique";"2";"Recherche dans le domaine de l'information géographique";"";"";"13922470";"";"";"";"";"13922470"
"23";"Écologie, développement durable et énergie";"159";"Information géographique et cartographique";"3";"Pilotage de la politique d'information géographique";"";"";"445239";"";"0";"15000";"";"460239"
"23";"Écologie, développement durable et énergie";"170";"Météorologie";"1";"Observation et prévision météorologiques";"";"";"174041956";"";"";"";"";"174041956"
"23";"Écologie, développement durable et énergie";"170";"Météorologie";"2";"Recherche dans le domaine météorologique";"";"";"21510805";"";"";"";"";"21510805"
"23";"Écologie, développement durable et énergie";"174";"Énergie, climat et après-mines";"1";"Politique de l'énergie";"";"";"4412815";"";"";"624182";"";"5036997"
"23";"Écologie, développement durable et énergie";"174";"Énergie, climat et après-mines";"4";"Gestion économique et sociale de l'après-mines";"";"";"13140384";"";"";"449265551";"";"462405935"
"23";"Écologie, développement durable et énergie";"174";"Énergie, climat et après-mines";"5";"Lutte contre le changement climatique";"";"";"4666019";"";"0";"273906234";"259860";"278832113"
"23";"Écologie, développement durable et énergie";"174";"Énergie, climat et après-mines";"6";"Soutien";"";"";"1432876";"";"0";"4500";"";"1437376"
"23";"Écologie, développement durable et énergie";"181";"Prévention des risques";"1";"Prévention des risques technologiques et des pollutions";"";"";"58000192";"";"522502";"27113194";"";"85635888"
"23";"Écologie, développement durable et énergie";"181";"Prévention des risques";"9";"Contrôle de la sûreté nucléaire et de la radioprotection";"";"32177586";"18220998";"";"413400";"1295643";"";"52107627"
"23";"Écologie, développement durable et énergie";"181";"Prévention des risques";"10";"Prévention des risques naturels et hydrauliques";"";"";"24154692";"";"2660952";"19535350";"";"46350994"
"23";"Écologie, développement durable et énergie";"181";"Prévention des risques";"11";"Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites";"";"";"31711735";"";"0";"-149710297";"";"-117998562"
"23";"Écologie, développement durable et énergie";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"10";"Recherche dans le domaine de l'énergie";"";"";"600605186";"";"";"436961";"";"601042147"
"23";"Écologie, développement durable et énergie";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"11";"Recherche dans le domaine des risques";"";"";"170996578";"";"";"";"";"170996578"
"23";"Écologie, développement durable et énergie";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"12";"Recherche dans le domaine des transports, de la construction et de l'aménagement";"";"";"83886413";"";"";"1000";"14316373";"98203786"
"23";"Écologie, développement durable et énergie";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"13";"Recherche partenariale dans le développement et l'aménagement durable";"";"";"3227748";"";"";"6157696";"";"9385444"
"23";"Écologie, développement durable et énergie";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"14";"Recherche et développement dans le domaine de l'aéronautique civile";"";"";"";"";"";"58887692";"281543335";"340431027"
"23";"Écologie, développement durable et énergie";"190";"Recherche dans les domaines de l'énergie, du développement et de la mobilité durables";"15";"Charges nucléaires de long terme des installations du CEA";"";"";"369000000";"";"";"";"";"369000000"
"23";"Écologie, développement durable et énergie";"197";"Régimes de retraite et de sécurité sociale des marins";"1";"Régimes de retraite et de sécurité sociale des marins";"";"";"10255958";"";"";"842696623";"";"852952581"
"23";"Écologie, développement durable et énergie";"198";"Régimes sociaux et de retraite des transports terrestres";"3";"Régime de retraite du personnel de la SNCF";"";"";"";"";"";"3281292196";"";"3281292196"
"23";"Écologie, développement durable et énergie";"198";"Régimes sociaux et de retraite des transports terrestres";"4";"Régime de retraite du personnel de la RATP";"";"";"";"";"";"618324301";"";"618324301"
"23";"Écologie, développement durable et énergie";"198";"Régimes sociaux et de retraite des transports terrestres";"5";"Autres régimes";"";"";"";"";"";"189199859";"";"189199859"
"23";"Écologie, développement durable et énergie";"203";"Infrastructures et services de transports";"1";"Développement des infrastructures routières";"";"";"452112242";"";"630377310";"50445724";"";"1132935276"
"23";"Écologie, développement durable et énergie";"203";"Infrastructures et services de transports";"10";"Infrastructures de transports collectifs et ferroviaires";"";"";"8317593";"";"6923921";"2493050951";"";"2508292465"
"23";"Écologie, développement durable et énergie";"203";"Infrastructures et services de transports";"11";"Infrastructures fluviales, portuaires et aéroportuaires";"";"";"251733449";"";"2399162";"106979975";"";"361112586"
"23";"Écologie, développement durable et énergie";"203";"Infrastructures et services de transports";"12";"Entretien et exploitation du réseau routier national";"";"";"246650786";"";"401800304";"14181287";"";"662632377"
"23";"Écologie, développement durable et énergie";"203";"Infrastructures et services de transports";"13";"Soutien, régulation, contrôle et sécurité des services de transports terrestres";"";"";"3139494";"";"5751840";"60447773";"";"69339107"
"23";"Écologie, développement durable et énergie";"203";"Infrastructures et services de transports";"14";"Soutien, régulation et contrôle dans les domaines des transports fluviaux, maritimes et aériens";"";"";"71994";"";"";"26173279";"";"26245273"
"23";"Écologie, développement durable et énergie";"203";"Infrastructures et services de transports";"15";"Stratégie et soutien";"";"";"44957171";"";"2201623";"2896363";"";"50055157"
"23";"Écologie, développement durable et énergie";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"1";"Sécurité et sûreté maritimes";"";"";"18718644";"";"1448562";"2581613";"0";"22748819"
"23";"Écologie, développement durable et énergie";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"2";"Gens de mer et enseignement maritime";"";"";"19174934";"";"0";"9488285";"";"28663219"
"23";"Écologie, développement durable et énergie";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"3";"Flotte de commerce";"";"";"5455";"";"";"65737590";"";"65743045"
"23";"Écologie, développement durable et énergie";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"4";"Action interministérielle de la mer";"";"";"7123397";"";"988939";"232500";"";"8344836"
"23";"Écologie, développement durable et énergie";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"5";"Soutien au programme";"";"";"8617392";"";"231101";"16500";"";"8864993"
"23";"Écologie, développement durable et énergie";"205";"Sécurité et affaires maritimes, pêche et aquaculture";"6";"Gestion durable des Pêches et de  l'Aquaculture";"";"";"7319396";"";"34610";"32897617";"";"40251623"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"1";"Stratégie, expertise et études en matière de développement durable";"0";"";"228515098";"";"234210";"8481535";"";"237230843"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"2";"Fonction juridique";"";"0";"1417281";"";"";"";"";"1417281"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"3";"Politique et programmation de l'immobilier et des moyens de fonctionnement";"";"-134397";"156112075";"";"3829236";"120717";"";"159927631"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"4";"Politique et gestion des systèmes d'information et des réseaux informatiques";"";"";"16461850";"";"3315206";"";"";"19777056"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"5";"Politique des ressources humaines et formation";"";"136158797";"73693354";"";"52778";"1184272";"";"211089201"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"6";"Action européenne et internationale";"";"";"212637";"";"";"8836667";"";"9049304"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"7";"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";"";"652660207";"381";"";"";"0";"";"652660588"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"8";"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";"";"592981037";"";"";"";"";"";"592981037"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"9";"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";"";"37393163";"";"";"";"";"";"37393163"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"11";"Personnels oeuvrant pour les politiques du programme ""Sécurité et affaires maritimes""";"";"198372730";"";"";"";"";"";"198372730"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"13";"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";"";"213640932";"";"";"";"";"";"213640932"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"14";"Personnels oeuvrant dans le domaine de la recherche et de l'action scientifique et technique";"";"0";"";"";"";"";"";"0"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"15";"Personnels relevant du ministère du logement et de l'égalité des territoires";"";"607904957";"";"";"";"";"";"607904957"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"16";"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";"";"226537148";"";"";"";"";"";"226537148"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"18";"Personnels relevant de programmes d'autres ministères";"";"8314149";"-11271";"";"";"";"";"8302878"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"22";"Personnels transférés aux collectivités territoriales";"";"89044963";"0";"";"";"";"";"89044963"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"23";"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";"";"56654852";"";"";"";"";"";"56654852"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"24";"Personnels oeuvrant dans le domaine des transports aériens";"";"1949704";"";"";"";"";"";"1949704"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"25";"Commission nationale du débat public";"";"1323924";"674215";"";"";"353755";"";"2351894"
"23";"Écologie, développement durable et énergie";"217";"Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";"26";"Autorité de contrôle des nuisances aéroportuaires (ACNUSA)";"";"1102136";"444422";"";"";"0";"";"1546558"
"23";"Écologie, développement durable et énergie";"403";"Innovation pour la transition écologique et énergétique";"1";"Démonstrateurs de la transition écologique et énergétique";"";"";"0";"";"";"0";"0";"0"
"23";"Écologie, développement durable et énergie";"403";"Innovation pour la transition écologique et énergétique";"2";"Transports de demain";"";"";"0";"";"";"0";"";"0"
"23";"Écologie, développement durable et énergie";"404";"Projets industriels pour la transition écologique et énergétique";"1";"Usine sobre : prêts verts";"";"";"";"";"";"0";"";"0"
"23";"Écologie, développement durable et énergie";"404";"Projets industriels pour la transition écologique et énergétique";"2";"Projets industriels d'avenir pour la transition énergétique";"";"";"0";"";"";"0";"0";"0"
"23";"Écologie, développement durable et énergie";"410";"Recherche dans le domaine de l'aéronautique";"1";"Démonstrateurs technologiques aéronautiques";"";"";"";"";"";"0";"0";"0"
"36";"Travail, emploi, formation professionnelle et dialogue social";"102";"Accès et retour à l'emploi";"1";"Amélioration de l’efficacité du service public de l’emploi";"";"";"1508968430";"";"";"2104960640";"";"3613929070"
"36";"Travail, emploi, formation professionnelle et dialogue social";"102";"Accès et retour à l'emploi";"2";"Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail";"";"";"108658358";"";"";"4757831746";"";"4866490104"
"36";"Travail, emploi, formation professionnelle et dialogue social";"103";"Accompagnement des mutations économiques et développement de l'emploi";"1";"Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi";"";"";"8089714";"";"";"608017599";"";"616107313"
"36";"Travail, emploi, formation professionnelle et dialogue social";"103";"Accompagnement des mutations économiques et développement de l'emploi";"2";"Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences";"";"";"18979760";"";"";"1492558561";"457373";"1511995694"
"36";"Travail, emploi, formation professionnelle et dialogue social";"103";"Accompagnement des mutations économiques et développement de l'emploi";"3";"Développement de l'emploi";"";"";"1401876";"";"";"683449591";"";"684851467"
"36";"Travail, emploi, formation professionnelle et dialogue social";"111";"Amélioration de la qualité de l'emploi et des relations du travail";"1";"Santé et sécurité au travail";"";"";"20052824";"";"";"5938946";"";"25991770"
"36";"Travail, emploi, formation professionnelle et dialogue social";"111";"Amélioration de la qualité de l'emploi et des relations du travail";"2";"Qualité et effectivité du droit";"";"";"411843";"";"";"6917412";"";"7329255"
"36";"Travail, emploi, formation professionnelle et dialogue social";"111";"Amélioration de la qualité de l'emploi et des relations du travail";"3";"Dialogue social et démocratie sociale";"";"";"2105856";"";"334124";"35714652";"";"38154632"
"36";"Travail, emploi, formation professionnelle et dialogue social";"111";"Amélioration de la qualité de l'emploi et des relations du travail";"5";"Fonds national de soutien relatif à la pénibilité";"";"";"";"";"";"0";"";"0"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2";"Gestion des effectifs du programme « accès et retour à l’emploi »";"";"0";"0";"";"";"";"";"0"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"3";"Gestion des effectifs du programme « accompagnement des mutations économiques et développement de l’emploi »";"";"0";"";"";"";"";"";"0"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"4";"Gestion des effectifs du programme « amélioration de la qualité de l’emploi et des relations du travail »";"";"0";"";"";"";"";"";"0"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"5";"Soutien";"";"0";"0";"";"0";"0";"";"0"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"6";"Études, statistiques, évaluation et recherche";"";"0";"0";"";"";"0";"";"0"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"7";"Fonds social européen - Assistance technique";"";"1223";"19020148";"";"-23712";"171811";"";"19169470"
"36";"Travail, emploi, formation professionnelle et dialogue social";"155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"8";"Fonctionnement des services";"";"";"25015190";"";"2302393";"36500";"";"27354083"
